,image_name,image_url
0,0960b19f1d131c2e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0960b19f1d131c2e.jpg
1,629e2922adb8ba11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/629e2922adb8ba11.jpg
2,e31221ee3d3a3a0b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e31221ee3d3a3a0b.jpg
3,4d71e5a4640bc498.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4d71e5a4640bc498.jpg
4,f3b5ec3ce28f3cb4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f3b5ec3ce28f3cb4.jpg
5,92d8dc717527e59c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/92d8dc717527e59c.jpg
6,7382357fb240c753.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7382357fb240c753.jpg
7,f200777801da4eec.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f200777801da4eec.jpg
8,1b5e0e4c68908c59.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1b5e0e4c68908c59.jpg
9,d5b04e724b9b9704.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d5b04e724b9b9704.jpg
10,5cc6fa8bb89a07c0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5cc6fa8bb89a07c0.jpg
11,e69353dd8702c1f1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e69353dd8702c1f1.jpg
12,dab2a49042b7b6ac.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/dab2a49042b7b6ac.jpg
13,1fb2cc0e4a99715c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1fb2cc0e4a99715c.jpg
14,7a81a1cd00659016.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7a81a1cd00659016.jpg
15,65f98e4512ddc415.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/65f98e4512ddc415.jpg
16,bb7306e88690bb28.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/bb7306e88690bb28.jpg
17,312e15a6dcd09297.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/312e15a6dcd09297.jpg
18,34422bd7203f7c12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/34422bd7203f7c12.jpg
19,371ba2005774e9a5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/371ba2005774e9a5.jpg
20,6d0f01fde70d7f9b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6d0f01fde70d7f9b.jpg
21,f9cf54987090facc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f9cf54987090facc.jpg
22,766e59ccd7fc467e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/766e59ccd7fc467e.jpg
23,e53e00d96821b9f4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e53e00d96821b9f4.jpg
24,feabff19376985ef.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/feabff19376985ef.jpg
25,c8529fad5d556587.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c8529fad5d556587.jpg
26,a41c2f580f25bb87.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a41c2f580f25bb87.jpg
27,fa8a0c13bd9f9128.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fa8a0c13bd9f9128.jpg
28,341208d82475d76c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/341208d82475d76c.jpg
29,2bd117897cc5492f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2bd117897cc5492f.jpg
30,234f64a43ea58f73.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/234f64a43ea58f73.jpg
31,9b613f34c3197cce.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9b613f34c3197cce.jpg
32,8b4f140fd825299f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8b4f140fd825299f.jpg
33,5cd2db8abb72d798.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5cd2db8abb72d798.jpg
34,ff5d91dd719e80c2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ff5d91dd719e80c2.jpg
35,ce1b88988678a007.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ce1b88988678a007.jpg
36,b42f56a59afb327c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b42f56a59afb327c.jpg
37,2c56e263d797e658.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2c56e263d797e658.jpg
38,8d0f551ed9f99a07.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8d0f551ed9f99a07.jpg
39,0082d9b8ce309ac8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0082d9b8ce309ac8.jpg
40,5748fa4420ef266b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5748fa4420ef266b.jpg
41,8e31b7c71018f129.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8e31b7c71018f129.jpg
42,8ba58aab77645b28.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8ba58aab77645b28.jpg
43,b329d166156f7b52.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b329d166156f7b52.jpg
44,11ea48dd9164441d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/11ea48dd9164441d.jpg
45,20045892a78d9d91.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/20045892a78d9d91.jpg
46,4f372484287a863d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4f372484287a863d.jpg
47,09def9f4630c5979.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/09def9f4630c5979.jpg
48,79a57be90310ede3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/79a57be90310ede3.jpg
49,faced8ad0e71d687.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/faced8ad0e71d687.jpg
50,aa6cd8a33891ce13.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/aa6cd8a33891ce13.jpg
51,131e61c47aa26df8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/131e61c47aa26df8.jpg
52,e2b0e7a2e68ce62c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e2b0e7a2e68ce62c.jpg
53,ad53c2adc1fbbede.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ad53c2adc1fbbede.jpg
54,ee0f623c10ddc47f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ee0f623c10ddc47f.jpg
55,d0987ebd6abae726.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d0987ebd6abae726.jpg
56,3804c26bb34742b7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3804c26bb34742b7.jpg
57,076a1d834bcd1da0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/076a1d834bcd1da0.jpg
58,c53bf64aebc0f28f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c53bf64aebc0f28f.jpg
59,d5e31891fc532d12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d5e31891fc532d12.jpg
60,4127c9dd6ee105e4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4127c9dd6ee105e4.jpg
61,2e1512ecf150fae1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2e1512ecf150fae1.jpg
62,c76c7e8450f0257d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c76c7e8450f0257d.jpg
63,2f8d5c69bdf1f9b2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2f8d5c69bdf1f9b2.jpg
64,b0f4608c9eda2cf2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b0f4608c9eda2cf2.jpg
65,740dd2b02daf3ccf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/740dd2b02daf3ccf.jpg
66,7146218e3a9721dc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7146218e3a9721dc.jpg
67,166bb0b95f7f157f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/166bb0b95f7f157f.jpg
68,ae326b8484ea9e6a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ae326b8484ea9e6a.jpg
69,ba9aea6fa6ce65ab.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ba9aea6fa6ce65ab.jpg
70,ca47d4985bcf4a94.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ca47d4985bcf4a94.jpg
71,6241409bb525eb55.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6241409bb525eb55.jpg
72,1579be84d5d3348e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1579be84d5d3348e.jpg
73,f2ee389d1af6379f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f2ee389d1af6379f.jpg
74,91e96bb406b626b1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/91e96bb406b626b1.jpg
75,223216f6db9e568e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/223216f6db9e568e.jpg
76,dacf20857b785bd4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/dacf20857b785bd4.jpg
77,fb8965bc79f87b37.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fb8965bc79f87b37.jpg
78,78f5f0ed8bc25ba6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/78f5f0ed8bc25ba6.jpg
79,de3ecf02908efdd8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/de3ecf02908efdd8.jpg
80,b9ec2d7acd300b26.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b9ec2d7acd300b26.jpg
81,d02f633b45a1fdfb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d02f633b45a1fdfb.jpg
82,c9bc5307aa223455.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c9bc5307aa223455.jpg
83,d957b1865c8dddd7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d957b1865c8dddd7.jpg
84,96822f4382078e2c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/96822f4382078e2c.jpg
85,39a5ce7a76e70d0a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/39a5ce7a76e70d0a.jpg
86,eea2bec5bbe7ac39.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/eea2bec5bbe7ac39.jpg
87,fc27311d47e0a3e2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fc27311d47e0a3e2.jpg
88,85373cf44f7900b9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/85373cf44f7900b9.jpg
89,1348f99aaefbb365.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1348f99aaefbb365.jpg
90,e79562b8d7b2e2f4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e79562b8d7b2e2f4.jpg
91,921a42d9353cd4e3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/921a42d9353cd4e3.jpg
92,929ca7c81f143d24.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/929ca7c81f143d24.jpg
93,2434a47252a638f3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2434a47252a638f3.jpg
94,00612bbd2ec6254f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00612bbd2ec6254f.jpg
95,fbd0f7dc3d247ffb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fbd0f7dc3d247ffb.jpg
96,8e2dd581222c4e20.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8e2dd581222c4e20.jpg
97,14c00dd9b83773e9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/14c00dd9b83773e9.jpg
98,7af6a287060eb77c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7af6a287060eb77c.jpg
99,3610e4fc5d640e21.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3610e4fc5d640e21.jpg
100,69a4918d7e2f574c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/69a4918d7e2f574c.jpg
101,a22f566d54d3f2d2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a22f566d54d3f2d2.jpg
102,acc439a6b0aedaf0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/acc439a6b0aedaf0.jpg
