,image_name,image_url
0,35798a520a2c1385.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/35798a520a2c1385.jpg
1,00c26c467fb82ebd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00c26c467fb82ebd.jpg
2,52641453b45dedf3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/52641453b45dedf3.jpg
3,52c53bfbcc583691.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/52c53bfbcc583691.jpg
4,8fa176e0003846a6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8fa176e0003846a6.jpg
5,7804a103b35acf18.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7804a103b35acf18.jpg
6,a2a95c480c72ef00.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a2a95c480c72ef00.jpg
7,0e1ae741a34426db.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0e1ae741a34426db.jpg
8,46fc1732f8ddfaa8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/46fc1732f8ddfaa8.jpg
9,2ec9629cb4ad9897.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2ec9629cb4ad9897.jpg
10,e0dbc136d8fd172b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e0dbc136d8fd172b.jpg
11,7530a131496cb36f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7530a131496cb36f.jpg
12,b82f124ea29c4cb0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b82f124ea29c4cb0.jpg
13,e807ecdb2de24c37.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e807ecdb2de24c37.jpg
14,ece4466db28562bd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ece4466db28562bd.jpg
15,8964921cfa7d5455.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8964921cfa7d5455.jpg
16,28c8cc3ea27eaff0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/28c8cc3ea27eaff0.jpg
17,2209de98dc7cbf9a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2209de98dc7cbf9a.jpg
